time,frequency,confidence
53.500,406.972,0.424626
53.550,405.238,0.297516
53.600,431.931,0.165078
53.650,449.056,0.492871
53.700,507.511,0.436421
53.750,552.150,0.327921
53.800,552.143,0.664769
53.850,551.296,0.641000
53.900,492.491,0.439716
53.950,436.774,0.334139
54.000,398.207,0.626624
54.050,346.743,0.608110
54.100,309.296,0.461993
54.150,289.615,0.251841
54.200,294.114,0.811504
54.250,293.015,0.813318
54.300,291.492,0.089671
54.350,291.310,0.524183
54.400,291.403,0.430009
54.450,290.136,0.921445
54.500,286.432,0.680165
54.550,284.167,0.391634
54.600,280.275,0.177445
54.650,286.982,0.246453
54.700,291.153,0.838070
54.750,288.157,0.133057
54.800,292.494,0.594389
54.850,287.454,0.505956
54.900,290.283,0.679177
54.950,289.104,0.657497
55.000,291.448,0.356042
55.050,290.282,0.474589
55.100,289.301,0.305978
55.150,291.705,0.883185
55.200,287.094,0.336677
55.250,289.376,0.827857
55.300,290.267,0.493583
55.350,291.149,0.648309
55.400,293.141,0.843470
55.450,290.684,0.549104
55.500,281.407,0.278972
55.550,268.245,0.222768
55.600,254.189,0.251050
55.650,236.038,0.261846
55.700,221.546,0.492930
55.750,218.138,0.857360
55.800,219.456,0.484738
55.850,218.570,0.898158
55.900,217.694,0.716892
55.950,217.827,0.886518
56.000,218.126,0.891495
56.050,219.967,0.498051
56.100,218.789,0.937606
56.150,218.403,0.934751
56.200,218.916,0.885775
56.250,217.926,0.924430
56.300,216.971,0.770895
56.350,219.407,0.912256
56.400,218.509,0.890929
56.450,220.887,0.821233
56.500,219.336,0.882804
56.550,217.557,0.889771
56.600,218.657,0.932061
56.650,219.149,0.926052
56.700,218.708,0.930127
56.750,218.947,0.928302
56.800,218.965,0.933148
56.850,219.540,0.904491
56.900,219.501,0.852187
56.950,219.487,0.919489
57.000,219.144,0.906629
57.050,218.322,0.906453
57.100,218.148,0.723306
57.150,218.906,0.886040
57.200,218.477,0.923084
57.250,218.814,0.916124
57.300,219.659,0.905875
57.350,218.830,0.882774
57.400,218.954,0.905429
57.450,219.462,0.884989
57.500,218.746,0.934823
57.550,219.212,0.832800
57.600,218.484,0.882056
57.650,218.690,0.819901
57.700,219.786,0.761628
57.750,241.957,0.828561
57.800,277.432,0.593261
57.850,305.773,0.931816
57.900,341.518,0.924613
57.950,402.423,0.934367
58.000,437.905,0.941932
58.050,440.277,0.963983
58.100,439.267,0.909785
58.150,436.737,0.935671
58.200,435.729,0.931320
58.250,438.160,0.816918
58.300,435.594,0.929389
58.350,438.743,0.905313
58.400,437.069,0.928606
58.450,437.780,0.933306
58.500,439.072,0.901657
58.550,436.776,0.932285
58.600,434.940,0.931567
58.650,436.881,0.931605
58.700,436.345,0.884651
58.750,436.057,0.899319
58.800,436.602,0.920076
58.850,391.835,0.898923
58.900,342.710,0.841943
58.950,313.763,0.867232
59.000,293.454,0.584979
59.050,293.352,0.849254
59.100,293.619,0.921323
59.150,293.735,0.845558
59.200,293.390,0.794625
59.250,292.692,0.861330
59.300,292.172,0.694281
59.350,301.392,0.329665
59.400,322.929,0.652219
59.450,295.423,0.409988
59.500,323.669,0.324400
59.550,297.098,0.248141
59.600,318.593,0.689652
59.650,317.099,0.437994
59.700,291.238,0.356396
59.750,302.779,0.692934
59.800,300.634,0.440726
59.850,314.346,0.529928
59.900,323.410,0.442716
59.950,327.179,0.335582
60.000,326.187,0.370473
60.050,328.054,0.781479
60.100,326.103,0.375339
60.150,328.386,0.424810
60.200,325.705,0.544756
60.250,325.541,0.466708
60.300,324.741,0.299859
60.350,327.675,0.306182
60.400,323.880,0.665385
60.450,289.951,0.383101
60.500,301.685,0.306979
60.550,326.970,0.484319
60.600,333.219,0.326300
60.650,380.667,0.249136
60.700,395.164,0.099653
60.750,420.781,0.425559
60.800,438.793,0.573181
60.850,436.690,0.738843
60.900,436.627,0.487240
60.950,439.702,0.645407
61.000,435.002,0.592027
61.050,436.873,0.690091
61.100,437.749,0.772213
61.150,437.416,0.615955
61.200,436.166,0.669897
61.250,436.726,0.867473
61.300,435.653,0.889339
61.350,437.223,0.779455
61.400,435.856,0.719114
61.450,435.363,0.907496
61.500,436.358,0.904885
61.550,434.114,0.861706
61.600,434.569,0.847776
61.650,448.188,0.707397
61.700,473.435,0.895248
61.750,492.748,0.868655
61.800,512.521,0.849675
61.850,538.073,0.935760
61.900,559.154,0.872052
61.950,590.989,0.861296
62.000,622.017,0.780173
62.050,651.139,0.919726
62.100,655.526,0.908883
62.150,679.138,0.700718
62.200,736.412,0.483252
62.250,735.296,0.889519
62.300,735.158,0.883163
62.350,735.001,0.883808
62.400,737.563,0.880041
62.450,736.292,0.879512
62.500,736.530,0.887861
62.550,733.481,0.898037
62.600,735.641,0.891950
62.650,738.351,0.885750
62.700,735.091,0.565883
62.750,735.398,0.796619
62.800,659.597,0.725512
62.850,631.820,0.632791
62.900,548.142,0.894437
62.950,499.182,0.938046
63.000,469.266,0.585948
63.050,427.631,0.901087
63.100,379.935,0.887134
63.150,358.177,0.791933
63.200,332.653,0.262996
63.250,311.645,0.172107
63.300,293.127,0.937563
63.350,293.827,0.969935
63.400,293.965,0.893991
63.450,291.086,0.667189
63.500,288.430,0.748727
63.550,293.715,0.843068
63.600,293.297,0.915340
63.650,293.426,0.862552
63.700,292.805,0.834738
63.750,292.222,0.814989
63.800,306.522,0.465065
63.850,328.170,0.705185
63.900,326.240,0.592368
63.950,326.298,0.701320
64.000,324.348,0.523054
64.050,328.047,0.357645
64.100,359.525,0.408842
64.150,393.056,0.645644
64.200,394.430,0.577006
64.250,427.352,0.439817
64.300,464.591,0.704391
64.350,540.765,0.521427
64.400,583.405,0.756385
64.450,597.567,0.176052
64.500,659.504,0.343748
64.550,722.314,0.643558
64.600,739.147,0.720397
64.650,739.197,0.788342
64.700,738.956,0.885362
64.750,739.399,0.925855
64.800,740.056,0.920223
64.850,739.851,0.895583
64.900,739.427,0.900659
64.950,740.151,0.926108
65.000,738.335,0.889527
65.050,737.140,0.880510
65.100,735.632,0.912732
65.150,740.165,0.920459
65.200,736.185,0.437502
65.250,734.610,0.720623
65.300,737.978,0.807243
65.350,736.779,0.860796
65.400,733.821,0.824324
65.450,734.032,0.805969
65.500,736.154,0.713857
65.550,735.606,0.665309
65.600,681.105,0.295443
65.650,595.871,0.370327
65.700,553.808,0.505087
65.750,553.801,0.384989
65.800,501.264,0.098906
65.850,437.725,0.198865
65.900,413.119,0.931917
65.950,414.478,0.927670
66.000,415.603,0.949767
66.050,414.197,0.943473
66.100,406.193,0.904137
66.150,396.794,0.829497
66.200,393.961,0.935160
66.250,394.353,0.898120
66.300,392.134,0.911742
66.350,394.486,0.886598
66.400,394.143,0.682112
66.450,347.182,0.836417
66.500,328.389,0.795992
66.550,328.747,0.599792
66.600,328.047,0.915345
66.650,326.994,0.900188
66.700,354.938,0.713282
66.750,399.720,0.950840
66.800,438.503,0.902006
66.850,438.976,0.825412
66.900,438.109,0.661298
66.950,439.475,0.646001
67.000,437.599,0.926034
67.050,439.359,0.880599
67.100,439.600,0.754482
67.150,438.932,0.781748
67.200,437.135,0.605827
67.250,443.296,0.882563
67.300,440.592,0.615956
67.350,440.820,0.635324
67.400,440.290,0.619165
67.450,438.296,0.418699
67.500,390.525,0.786727
67.550,391.602,0.430411
67.600,365.966,0.538960
67.650,333.756,0.622346
67.700,325.422,0.218341
67.750,291.946,0.836394
67.800,292.595,0.871111
67.850,292.748,0.755469
67.900,294.331,0.901535
67.950,293.996,0.894389
68.000,292.556,0.822520
68.050,292.459,0.908361
68.100,292.702,0.835860
68.150,293.338,0.570754
68.200,291.659,0.803903
68.250,310.062,0.743044
68.300,320.405,0.381832
68.350,300.679,0.313566
68.400,299.089,0.402711
68.450,308.893,0.663604
68.500,298.528,0.308271
68.550,295.365,0.893377
68.600,297.015,0.583526
68.650,295.363,0.464240
68.700,295.750,0.390102
68.750,318.783,0.321256
68.800,341.896,0.906775
68.850,391.148,0.896207
68.900,392.378,0.654717
68.950,396.344,0.565209
69.000,392.947,0.837111
69.050,393.970,0.505514
69.100,392.642,0.854751
69.150,349.986,0.389188
69.200,319.282,0.477741
69.250,292.681,0.823545
69.300,295.921,0.928257
69.350,294.415,0.958999
69.400,294.289,0.971256
69.450,294.508,0.974324
69.500,293.988,0.928549
69.550,291.791,0.932541
69.600,292.878,0.901644
69.650,292.483,0.928630
69.700,292.766,0.868439
69.750,292.184,0.775758
69.800,280.835,0.358738
69.850,294.589,0.486864
69.900,324.822,0.618210
69.950,360.668,0.162316
70.000,410.598,0.644379
70.050,436.749,0.719809
70.100,436.381,0.717333
70.150,437.847,0.479015
70.200,439.202,0.506296
70.250,437.483,0.643722
70.300,435.937,0.251556
70.350,438.133,0.429977
70.400,437.643,0.857715
70.450,438.064,0.869188
70.500,439.061,0.157506
70.550,436.450,0.386572
70.600,438.324,0.152998
70.650,437.921,0.674539
70.700,435.476,0.875060
70.750,437.330,0.668116
70.800,437.577,0.533868
70.850,431.901,0.322958
70.900,432.614,0.772177
70.950,425.440,0.841115
71.000,413.544,0.619215
71.050,412.051,0.417984
71.100,394.824,0.143347
71.150,393.067,0.610751
71.200,394.488,0.134795
71.250,398.545,0.040626
71.300,392.402,0.277524
71.350,397.052,0.461695
71.400,385.907,0.802088
71.450,388.479,0.807969
71.500,386.274,0.780578
71.550,384.780,0.863659
71.600,386.456,0.898007
71.650,388.204,0.827012
71.700,388.649,0.869344
71.750,390.402,0.771864
71.800,390.688,0.654292
71.850,391.472,0.761685
71.900,388.157,0.144676
71.950,393.002,0.178155
72.000,391.050,0.215480
72.050,390.490,0.352879
72.100,389.972,0.562375
72.150,389.396,0.562743
72.200,436.620,0.362931
72.250,437.619,0.148124
72.300,392.685,0.478710
72.350,391.365,0.214784
72.400,360.767,0.361984
72.450,325.278,0.447153
72.500,325.132,0.314321
72.550,325.035,0.453495
72.600,327.118,0.447133
72.650,326.232,0.378128
72.700,331.105,0.288812
72.750,361.966,0.378893
72.800,376.181,0.262030
72.850,385.559,0.699977
72.900,382.186,0.705167
72.950,385.697,0.576529
73.000,340.657,0.680954
73.050,296.658,0.699920
73.100,292.278,0.760311
73.150,292.217,0.789862
73.200,296.372,0.941256
73.250,292.960,0.611078
73.300,294.957,0.729935
73.350,292.275,0.697111
73.400,291.550,0.247961
73.450,287.124,0.391634
73.500,292.023,0.814076
73.550,292.797,0.727130
73.600,288.958,0.452912
73.650,286.491,0.398702
73.700,288.015,0.290912
73.750,291.866,0.406342
73.800,292.919,0.178991
73.850,291.006,0.339632
73.900,326.656,0.400530
73.950,368.510,0.703845
74.000,405.241,0.436659
74.050,448.256,0.182931
74.100,524.894,0.641914
74.150,586.181,0.579105
74.200,586.305,0.740544
74.250,589.433,0.415262
74.300,590.256,0.565549
74.350,628.096,0.061615
74.400,664.321,0.038544
74.450,595.024,0.679923
74.500,574.482,0.106255
74.550,584.666,0.461882
74.600,582.629,0.799100
74.650,583.326,0.856644
74.700,582.266,0.752497
74.750,584.702,0.536747
74.800,583.170,0.922374
74.850,584.843,0.751932
74.900,584.948,0.643722
74.950,584.631,0.321635
75.000,587.581,0.479091
75.050,585.036,0.239407
75.100,576.264,0.302776
75.150,572.675,0.426402
75.200,551.319,0.423124
75.250,550.611,0.899612
75.300,551.038,0.793897
75.350,551.465,0.659470
75.400,549.826,0.171585
75.450,549.568,0.272555
75.500,551.044,0.508495
75.550,561.105,0.735944
75.600,566.327,0.762296
75.650,565.620,0.559841
75.700,583.184,0.519999
75.750,586.239,0.863786
75.800,585.645,0.955559
75.850,581.914,0.961589
75.900,575.812,0.745971
75.950,585.724,0.830756
76.000,614.004,0.802278
76.050,717.332,0.771851
76.100,775.938,0.372171
76.150,875.512,0.283861
76.200,877.354,0.224061
76.250,874.599,0.439889
76.300,876.501,0.516145
76.350,878.581,0.308547
76.400,878.803,0.432898
76.450,876.528,0.448601
76.500,874.636,0.366226
76.550,876.778,0.831004
76.600,878.263,0.443790
76.650,874.991,0.688918
76.700,877.036,0.626337
76.750,877.081,0.460426
76.800,872.900,0.281672
76.850,871.115,0.351274
76.900,871.696,0.289263
76.950,871.001,0.324932
77.000,873.501,0.492463
77.050,871.204,0.625254
77.100,876.350,0.181968
77.150,874.450,0.527680
77.200,876.375,0.341780
77.250,867.017,0.711373
77.300,830.361,0.788080
77.350,801.361,0.879801
77.400,784.507,0.769878
77.450,777.899,0.770897
77.500,766.075,0.937544
77.550,745.001,0.909590
77.600,729.010,0.913430
77.650,707.886,0.856649
77.700,679.226,0.685634
77.750,664.143,0.755353
77.800,651.789,0.653997
77.850,654.735,0.917652
77.900,654.618,0.768238
77.950,652.807,0.589238
78.000,655.965,0.357569
78.050,656.365,0.110829
78.100,601.046,0.907739
78.150,585.686,0.195975
78.200,583.326,0.642315
78.250,584.972,0.221077
78.300,583.792,0.658216
78.350,584.873,0.750329
78.400,585.318,0.648886
78.450,584.508,0.407853
78.500,585.728,0.437587
78.550,587.134,0.306278
78.600,574.541,0.571519
78.650,565.756,0.415964
78.700,563.823,0.736976
78.750,584.575,0.474999
78.800,579.831,0.161303
78.850,583.291,0.816016
78.900,583.946,0.899144
78.950,584.598,0.842162
79.000,586.749,0.948762
79.050,583.777,0.950505
79.100,585.804,0.768086
79.150,584.783,0.418389
79.200,584.709,0.837252
79.250,586.326,0.792321
79.300,587.445,0.229516
79.350,582.036,0.322753
79.400,558.949,0.461895
79.450,551.130,0.854127
79.500,549.615,0.792064
79.550,554.292,0.800248
79.600,553.923,0.275471
79.650,553.843,0.760890
79.700,607.461,0.588956
79.750,654.209,0.791502
79.800,652.393,0.705035
79.850,610.155,0.468569
79.900,590.147,0.192319
79.950,584.417,0.905892
80.000,585.747,0.854128
80.050,585.588,0.938905
80.100,585.030,0.888315
80.150,579.583,0.878883
80.200,586.722,0.381230
80.250,587.671,0.694387
80.300,586.519,0.793089
80.350,585.631,0.546954
80.400,588.442,0.659202
80.450,587.282,0.575511
80.500,620.942,0.528655
80.550,642.916,0.492126
80.600,644.673,0.313588
80.650,655.241,0.363568
80.700,587.864,0.352904
80.750,588.333,0.429795
80.800,596.094,0.359413
80.850,642.342,0.424129
80.900,658.956,0.253066
80.950,583.134,0.323408
81.000,560.857,0.253502
81.050,551.715,0.840079
81.100,553.868,0.637679
81.150,586.460,0.201863
81.200,580.385,0.247344
81.250,584.206,0.261448
81.300,563.960,0.423311
81.350,551.524,0.379941
81.400,550.515,0.484193
81.450,580.618,0.702340
81.500,585.378,0.695880
81.550,576.159,0.647557
81.600,575.343,0.611323
81.650,583.869,0.576746
81.700,567.147,0.700848
81.750,537.514,0.713633
81.800,501.048,0.794873
81.850,451.380,0.531296
81.900,435.969,0.502158
81.950,431.250,0.827412
82.000,387.739,0.710581
82.050,370.169,0.431184
82.100,366.266,0.813012
82.150,361.606,0.215522
82.200,366.429,0.524779
82.250,359.290,0.455832
82.300,326.972,0.912653
82.350,322.505,0.315354
82.400,323.484,0.207669
82.450,331.110,0.318800
82.500,325.809,0.849901
82.550,324.957,0.268417
82.600,304.196,0.815436
82.650,314.046,0.477954
82.700,322.847,0.348926
82.750,319.741,0.436598
82.800,305.916,0.696115
82.850,306.668,0.383844
82.900,309.966,0.294743
82.950,310.764,0.842063
83.000,312.749,0.760827
83.050,306.514,0.241147
83.100,291.074,0.555336
83.150,278.276,0.917242
83.200,274.924,0.884633
83.250,274.108,0.805898
83.300,276.050,0.820452
83.350,278.878,0.680369
83.400,310.702,0.732248
83.450,290.150,0.299741
83.500,274.595,0.088553
83.550,279.580,0.325884
83.600,277.089,0.695908
83.650,281.347,0.189319
83.700,300.329,0.760474
83.750,313.712,0.143240
83.800,322.811,0.814045
83.850,326.676,0.573703
83.900,342.796,0.556207
83.950,391.231,0.816709
84.000,389.456,0.926975
84.050,389.880,0.916167
84.100,389.752,0.914158
84.150,361.596,0.665227
84.200,325.862,0.562312
84.250,327.681,0.821133
84.300,326.824,0.741844
84.350,327.786,0.608772
84.400,327.106,0.958464
84.450,292.196,0.909840
84.500,293.109,0.927954
84.550,297.247,0.753184
84.600,295.092,0.930428
84.650,294.573,0.703492
84.700,298.774,0.336714
84.750,321.322,0.521501
84.800,347.234,0.445197
84.850,413.800,0.900666
84.900,440.517,0.804245
84.950,440.126,0.763327
85.000,438.770,0.773839
85.050,437.917,0.143066
85.100,433.829,0.873802
85.150,433.934,0.770119
85.200,436.922,0.723404
85.250,437.983,0.820521
85.300,438.128,0.891076
85.350,438.977,0.819434
85.400,437.211,0.815891
85.450,438.850,0.191468
85.500,441.446,0.146106
85.550,439.570,0.628104
85.600,438.274,0.271545
85.650,441.648,0.297408
85.700,439.657,0.163695
85.750,424.716,0.330738
85.800,397.806,0.268723
85.850,366.182,0.772124
85.900,361.050,0.832918
85.950,340.131,0.446339
86.000,328.597,0.169082
86.050,304.490,0.778004
86.100,293.723,0.508955
86.150,293.641,0.947319
86.200,292.693,0.740810
86.250,292.273,0.669245
86.300,292.343,0.817990
86.350,286.231,0.481005
86.400,295.973,0.827114
86.450,321.063,0.696222
86.500,329.243,0.150073
86.550,311.774,0.192116
86.600,293.157,0.409535
86.650,289.624,0.828970
86.700,290.327,0.845533
86.750,291.726,0.909587
86.800,291.640,0.456955
86.850,290.824,0.379221
86.900,308.662,0.582869
86.950,330.705,0.480664
87.000,372.060,0.599481
87.050,390.234,0.505314
87.100,390.094,0.590477
87.150,388.637,0.411173
87.200,349.828,0.536036
87.250,317.423,0.339956
87.300,290.899,0.626731
87.350,291.430,0.926094
87.400,287.998,0.549258
87.450,297.426,0.546213
87.500,323.716,0.239291
87.550,342.409,0.592582
87.600,361.283,0.755056
87.650,390.431,0.572668
87.700,391.828,0.670251
87.750,393.976,0.396615
87.800,390.788,0.476708
87.850,384.140,0.378024
87.900,390.612,0.511291
87.950,430.474,0.237492
88.000,394.575,0.244356
88.050,393.441,0.202491
88.100,391.234,0.301547
88.150,397.836,0.807003
88.200,424.324,0.289701
88.250,435.159,0.277525
88.300,435.478,0.642388
88.350,436.576,0.385148
88.400,435.774,0.741153
88.450,410.881,0.359623
88.500,375.523,0.627195
88.550,335.453,0.370648
88.600,313.120,0.439936
88.650,291.603,0.417346
88.700,291.994,0.382770
88.750,293.812,0.276353
88.800,292.149,0.485096
88.850,292.850,0.693988
88.900,291.751,0.324107
88.950,292.310,0.134043
89.000,288.161,0.703441
89.050,288.361,0.484239
89.100,291.496,0.659288
89.150,289.615,0.346166
89.200,290.478,0.829242
89.250,291.037,0.170837
89.300,291.905,0.723230
89.350,288.941,0.493833
89.400,290.697,0.214718
89.450,290.794,0.163120
89.500,292.047,0.403711
89.550,293.155,0.252489
89.600,291.728,0.459424
89.650,293.458,0.625418
89.700,291.966,0.740085
89.750,291.215,0.467184
89.800,288.535,0.229650
89.850,293.026,0.483534
89.900,293.902,0.406138
89.950,289.199,0.382026
90.000,288.284,0.318853
90.050,288.290,0.279026
90.100,292.967,0.671782
90.150,293.010,0.472830
90.200,291.899,0.879668
90.250,293.046,0.836367
90.300,291.768,0.640528
90.350,294.544,0.533357
90.400,292.157,0.545095
90.450,289.906,0.786591
90.500,290.353,0.753064
90.550,286.746,0.635791
90.600,291.733,0.784392
90.650,290.000,0.395171
90.700,289.723,0.656193
90.750,286.323,0.394997
90.800,288.999,0.295535
90.850,291.947,0.695642
90.900,288.160,0.309280
90.950,294.848,0.160250
91.000,290.646,0.211532
91.050,288.802,0.444816
91.100,288.852,0.388419
91.150,292.109,0.858713
91.200,291.136,0.773924
91.250,322.266,0.364306
91.300,367.758,0.442747
91.350,369.788,0.308375
91.400,389.925,0.587752
91.450,433.959,0.195108
91.500,442.242,0.283217
91.550,504.077,0.276193
91.600,556.317,0.615350
91.650,579.827,0.437144
91.700,585.497,0.909143
91.750,587.281,0.922514
91.800,587.292,0.385088
91.850,585.906,0.594412
91.900,587.570,0.511082
91.950,586.818,0.582495
92.000,587.360,0.464928
92.050,586.734,0.699473
92.100,587.356,0.692249
92.150,584.977,0.252609
92.200,571.775,0.450416
92.250,555.213,0.481181
92.300,550.906,0.856423
92.350,549.557,0.547416
92.400,554.207,0.847287
92.450,556.577,0.623204
92.500,611.186,0.453297
92.550,654.775,0.698157
92.600,655.558,0.787083
92.650,652.275,0.608122
92.700,633.476,0.389243
92.750,595.571,0.429457
92.800,583.618,0.967810
92.850,583.762,0.957287
92.900,582.528,0.756833
92.950,578.819,0.776452
93.000,583.470,0.898168
93.050,583.587,0.661554
93.100,580.729,0.313816
93.150,582.519,0.293803
93.200,579.992,0.494020
93.250,581.707,0.334152
93.300,652.279,0.665194
93.350,649.588,0.514919
93.400,645.704,0.618337
93.450,650.352,0.260176
93.500,652.326,0.656669
93.550,582.958,0.521960
93.600,588.500,0.764576
93.650,595.595,0.597806
93.700,626.758,0.298312
93.750,645.496,0.324776
93.800,655.052,0.297455
93.850,604.480,0.283611
93.900,590.760,0.431976
93.950,578.840,0.384689
94.000,584.317,0.268349
94.050,584.203,0.155508
94.100,507.108,0.760763
94.150,440.472,0.609501
94.200,418.481,0.147628
94.250,359.100,0.421020
94.300,323.691,0.549869
94.350,300.654,0.879445
94.400,293.413,0.409240
94.450,290.939,0.360284
94.500,291.790,0.362300
94.550,293.333,0.691958
94.600,292.353,0.943641
94.650,292.305,0.907169
94.700,292.703,0.777821
94.750,292.407,0.820550
94.800,292.704,0.787540
94.850,290.971,0.429347
94.900,292.174,0.915025
94.950,292.230,0.844579
95.000,291.977,0.638681
95.050,291.131,0.834411
95.100,323.049,0.469385
95.150,348.896,0.289542
95.200,405.104,0.753579
95.250,435.114,0.777356
95.300,474.741,0.283038
95.350,541.197,0.778942
95.400,582.470,0.800285
95.450,583.972,0.626697
95.500,583.158,0.544607
95.550,582.230,0.340388
95.600,584.737,0.438276
95.650,563.095,0.775101
95.700,564.326,0.757517
95.750,573.194,0.433328
95.800,579.393,0.626715
95.850,579.505,0.667683
95.900,585.245,0.805480
95.950,583.260,0.856937
96.000,584.077,0.921145
96.050,586.246,0.736577
96.100,584.183,0.827360
96.150,586.261,0.654351
96.200,584.210,0.537149
96.250,584.839,0.451515
96.300,584.404,0.603746
96.350,587.431,0.618120
96.400,583.337,0.097055
96.450,551.502,0.489322
96.500,548.184,0.897421
96.550,549.394,0.929237
96.600,550.474,0.927849
96.650,548.938,0.914960
96.700,549.552,0.663000
96.750,548.196,0.578510
96.800,550.724,0.751356
96.850,550.828,0.399654
96.900,549.192,0.480366
96.950,547.808,0.350091
97.000,583.805,0.902266
97.050,584.070,0.963543
97.100,583.240,0.920406
97.150,579.322,0.828895
97.200,580.292,0.841292
97.250,584.949,0.653579
97.300,586.389,0.548408
97.350,585.640,0.442412
97.400,585.289,0.474908
97.450,585.663,0.389841
97.500,653.603,0.460942
97.550,612.601,0.303108
97.600,588.512,0.378659
97.650,587.718,0.637326
97.700,654.755,0.515324
97.750,582.854,0.419772
97.800,584.501,0.267429
97.850,581.203,0.323869
97.900,577.965,0.327600
97.950,576.489,0.474365
98.000,550.524,0.459092
98.050,550.061,0.862774
98.100,552.835,0.455059
98.150,565.565,0.406244
98.200,583.285,0.267774
98.250,599.965,0.228016
98.300,651.450,0.241183
98.350,583.471,0.365944
98.400,545.373,0.163914
98.450,579.564,0.707072
98.500,582.110,0.667847
98.550,587.370,0.794912
98.600,556.841,0.401832
98.650,582.649,0.732251
98.700,586.005,0.392132
98.750,585.349,0.556490
98.800,567.135,0.930155
98.850,514.209,0.937564
98.900,458.392,0.938149
98.950,437.906,0.782397
99.000,427.097,0.791415
99.050,393.217,0.813966
99.100,371.395,0.882327
99.150,369.496,0.890929
99.200,369.554,0.779989
99.250,364.819,0.405233
99.300,368.309,0.623049
99.350,332.853,0.890950
99.400,330.655,0.868927
99.450,371.270,0.562398
99.500,330.134,0.607003
99.550,329.375,0.545177
99.600,348.847,0.120128
99.650,309.395,0.698238
99.700,315.879,0.303018
99.750,325.058,0.513135
99.800,323.387,0.454689
99.850,308.023,0.606475
99.900,276.721,0.379707
99.950,245.676,0.903441
100.000,244.950,0.905774
100.050,245.444,0.558525
100.100,245.600,0.405219
100.150,253.861,0.442548
100.200,276.603,0.919846
100.250,273.827,0.774526
100.300,273.469,0.814449
100.350,274.851,0.902526
100.400,274.784,0.476218
100.450,279.247,0.457538
100.500,275.472,0.344795
100.550,288.212,0.333630
100.600,265.173,0.192814
100.650,273.014,0.255308
100.700,298.084,0.195920
100.750,327.714,0.804559
100.800,328.133,0.485902
100.850,324.637,0.337767
100.900,322.374,0.470546
100.950,326.756,0.634856
101.000,356.967,0.787408
101.050,388.475,0.921925
101.100,388.396,0.903204
101.150,390.096,0.762063
101.200,388.635,0.766154
101.250,392.701,0.362843
101.300,385.300,0.721282
101.350,340.382,0.421744
101.400,328.826,0.855016
101.450,328.039,0.863813
101.500,292.135,0.860538
101.550,291.837,0.914431
101.600,292.287,0.840055
101.650,292.791,0.763549
101.700,290.367,0.884493
101.750,317.940,0.562889
101.800,324.801,0.621716
101.850,346.881,0.881694
101.900,403.810,0.785446
101.950,438.328,0.828896
102.000,437.040,0.851262
102.050,436.516,0.732147
102.100,438.246,0.907421
102.150,437.514,0.925994
102.200,438.185,0.595627
102.250,437.275,0.709274
102.300,437.705,0.363319
102.350,438.116,0.312609
102.400,439.152,0.628618
102.450,440.627,0.719198
102.500,441.133,0.466762
102.550,434.859,0.619256
102.600,396.514,0.319432
102.650,354.304,0.153884
102.700,325.223,0.354192
102.750,292.965,0.128935
102.800,268.496,0.373938
102.850,271.518,0.329768
102.900,275.350,0.899585
102.950,275.228,0.671532
103.000,284.607,0.419072
103.050,282.688,0.606148
103.100,289.037,0.531228
103.150,292.818,0.717598
103.200,291.958,0.719785
103.250,293.411,0.872883
103.300,292.635,0.747207
103.350,294.301,0.485461
103.400,318.335,0.536072
103.450,329.033,0.262393
103.500,291.720,0.250431
103.550,293.515,0.356743
103.600,290.732,0.159392
103.650,288.306,0.862092
103.700,288.458,0.601544
103.750,289.977,0.909474
103.800,288.514,0.789547
103.850,290.934,0.370977
103.900,296.688,0.892663
103.950,306.688,0.194198
104.000,314.824,0.751266
104.050,313.788,0.662398
104.100,323.626,0.355063
104.150,310.138,0.218644
104.200,303.942,0.331090
104.250,299.252,0.382345
104.300,296.804,0.703229
104.350,294.006,0.399149
104.400,292.566,0.315471
104.450,290.964,0.327407
104.500,291.050,0.790445
104.550,291.185,0.682713
104.600,293.623,0.377106
104.650,325.313,0.244081
104.700,355.969,0.442595
104.750,389.975,0.622830
104.800,388.597,0.487292
104.850,390.876,0.715605
104.900,389.315,0.601502
104.950,396.127,0.276671
105.000,394.722,0.606172
105.050,395.704,0.606279
105.100,395.414,0.429868
105.150,396.741,0.282422
105.200,435.641,0.801209
105.250,437.377,0.827089
105.300,434.087,0.295368
105.350,436.595,0.723463
105.400,434.049,0.453777
105.450,436.088,0.316028
105.500,437.660,0.503574
105.550,435.776,0.328339
105.600,436.628,0.416421
105.650,435.837,0.308706
105.700,436.434,0.210467
105.750,434.913,0.214993
105.800,434.558,0.344048
105.850,435.099,0.379274
105.900,433.547,0.784861
105.950,436.896,0.295372
106.000,432.020,0.551936
106.050,432.806,0.248551
106.100,431.741,0.710772
106.150,432.165,0.700196
106.200,430.628,0.656663
106.250,427.304,0.389907
106.300,432.151,0.656707
106.350,433.174,0.257693
106.400,429.888,0.568047
106.450,399.075,0.631596
106.500,369.302,0.533565
106.550,331.922,0.425809
106.600,305.413,0.173052
106.650,291.526,0.596929
106.700,288.269,0.189368
106.750,280.143,0.721353
106.800,283.485,0.660377
106.850,287.417,0.623038
106.900,282.478,0.702981
106.950,289.948,0.574353
107.000,284.249,0.164613
107.050,288.941,0.793417
107.100,291.366,0.715772
107.150,284.863,0.322203
107.200,289.767,0.459734
107.250,287.457,0.352197
